epoch,perte_entrainement,perte_val,accuracy_val
1,6.147537708282471,5.976027011871338,28.430787589498806
2,3.037975788116455,3.1331517696380615,36.90334128878281
3,5.203048229217529,3.031015634536743,33.457637231503575
