pokemonId,latitude,longitude
54,48.581399,7.740515
17,48.602786,7.744338
19,48.744827,2.409466
118,48.583736,7.739699
21,48.585449,7.755121
19,48.602985,7.740215
16,48.58476,7.746679
41,48.742407,2.405056
41,48.743335,2.401981
19,48.603385,7.743628
21,48.584059,7.753574
